utc_iso,session_id,harmony_version,harmony_profile,quality_gate,temporal_dwell,map_id_check,recovery_fsm,adaptive_guidance,elapsed_s,state,source,destination,latitude,longitude,gps_accuracy_m,gps_valid,pdr_steps,pdr_confidence,campus_x,campus_y,campus_z,map_x,map_y,map_z,outdoor_remaining_m,vps_attempt,vps_state,vps_scan_s,indoor_state,indoor_pose_source,indoor_confidence,indoor_steps,heading_deg,indoor_remaining_m,route_revision,wrong_way_count,recovery_count,active_source,gps_age_s,gps_reliability,gps_stable_s,vps_valid,vps_reliability,vps_stable_s,vps_confidence,vps_confidence_available,vps_map_id,vps_map_id_available,vps_map_matches,source_toggle_count,position_jump_m,heading_jump_deg,candidate_source,gps_threshold_passed,vps_threshold_passed,gps_dwell_gate_passed,vps_dwell_gate_passed,decision_reason,scenario_id
2026-09-19T09:07:17.0000000Z,20260919_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1702,BT,Quality + Dwell Baseline,1,1,0,0,0,0.0,IndoorVps,Vps,B9-EXIT,10.773427,106.660408,5.209,0,0,0.0,155.51265385793027,4.020508119595366,-0.422,155.54565385793026,1.3535081195953658,-6.448,,,,,Navigating,Vps,0.8739,,323.521,,0,0,0,Vps,,,,1,0.8997,,0.6525,1.0,B9_FLOOR_1_CAMPUS,1.0,1.0,2,0.0,0.0,,,,,,,KB20
2026-09-19T09:07:18.0150000Z,20260919_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1702,BT,Quality + Dwell Baseline,1,1,0,0,0,1.015,IndoorVps,Vps,B9-EXIT,10.773427,106.660408,5.278,0,0,0.0,155.51265385793027,4.020508119595366,-0.422,155.54565385793026,1.3535081195953658,-6.448,,,,,Navigating,Vps,0.923,,328.384,,0,0,0,Vps,,,,1,0.8691,,0.7314,1.0,B9_FLOOR_1_CAMPUS,1.0,1.0,2,0.0,0.0,,,,,,,KB20
2026-09-19T09:07:19.0300000Z,20260919_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1702,BT,Quality + Dwell Baseline,1,1,0,0,0,2.03,IndoorVps,Vps,B9-EXIT,10.773427,106.660408,5.316,0,0,0.0,155.51265385793027,4.020508119595366,-0.422,155.54565385793026,1.3535081195953658,-6.448,,,,,Navigating,Vps,0.8847,,342.95199999999994,,0,0,0,Vps,,,,1,0.8981,,0.7038,1.0,B9_FLOOR_1_CAMPUS,1.0,1.0,2,0.0,0.0,,,,,,,KB20
2026-09-19T09:07:20.0450000Z,20260919_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1702,BT,Quality + Dwell Baseline,1,1,0,0,0,3.045,IndoorVps,Vps,B9-EXIT,10.773427,106.660408,5.394,0,3,0.0,155.08865385793027,3.897508119595366,0.52,155.11765385793026,1.3535081195953658,-5.5,,,,,Navigating,Vps,0.9079,,344.26399999999995,,0,0,0,Vps,,,,1,0.8713,,0.7874,1.0,B9_FLOOR_1_CAMPUS,1.0,1.0,2,0.0,0.0,,,,,,,KB20
2026-09-19T09:07:21.0600000Z,20260919_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1702,BT,Quality + Dwell Baseline,1,1,0,0,0,4.06,IndoorVps,Vps,B9-EXIT,10.773427,106.660408,5.021,0,3,0.0,154.13965385793026,3.6285081195953657,2.558,154.15965385793027,1.3535081195953658,-3.449,,,,,Navigating,Vps,0.8977,,347.86499999999995,,0,0,0,Vps,,,,1,0.8661,,0.7238,1.0,B9_FLOOR_1_CAMPUS,1.0,1.0,2,0.0,0.0,,,,,,,KB20
2026-09-19T09:07:22.0750000Z,20260919_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1702,BT,Quality + Dwell Baseline,1,1,0,0,0,5.075,IndoorVps,Vps,B9-EXIT,10.773427,106.660408,5.414,0,4,0.0,154.05765385793026,3.6085081195953657,2.698,154.07665385793027,1.3535081195953658,-3.308,,,,,Navigating,Vps,0.8964,,349.45199999999994,,0,0,0,Vps,,,,1,0.8865,,0.6864,1.0,B9_FLOOR_1_CAMPUS,1.0,1.0,2,0.0,0.0,,,,,,,KB20
2026-09-19T09:07:23.0900000Z,20260919_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1702,BT,Quality + Dwell Baseline,1,1,0,0,0,6.09,IndoorVps,Vps,B9-EXIT,10.773427,106.660408,4.71,0,5,0.0,154.36865385793027,3.6695081195953656,2.313,154.38965385793026,1.3535081195953658,-3.696,,,,,Navigating,Vps,0.8213,,344.9719999999999,,0,0,0,Vps,,,,1,0.874,,0.7272,1.0,B9_FLOOR_1_CAMPUS,1.0,1.0,2,0.0,0.0,,,,,,,KB20
2026-09-19T09:07:24.1050000Z,20260919_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1702,BT,Quality + Dwell Baseline,1,1,0,0,0,7.105,IndoorVps,Vps,B9-EXIT,10.773427,106.660408,4.811,0,6,0.0,154.6536538579303,3.7425081195953656,1.787,154.67765385793027,1.3535081195953658,-4.225,,,,,Navigating,Vps,0.868,,351.006,,0,0,0,Vps,,,,1,0.937,,0.7407,1.0,B9_FLOOR_1_CAMPUS,1.0,1.0,2,0.0,0.0,,,,,,,KB20
2026-09-19T09:07:25.1200000Z,20260919_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1702,BT,Quality + Dwell Baseline,1,1,0,0,0,8.12,IndoorVps,Vps,B9-EXIT,10.773427,106.660408,5.361,0,7,0.0,155.46165385793026,4.003508119595366,-0.293,155.49465385793027,1.3535081195953658,-6.318,,,,,Navigating,Vps,0.9006,,0.0399999999999636,,0,0,0,Vps,,,,1,0.8356,,0.766,1.0,B9_FLOOR_1_CAMPUS,1.0,1.0,2,0.0,0.0,,,,,,,KB20
2026-09-19T09:07:26.1350000Z,20260919_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_1702,BT,Quality + Dwell Baseline,1,1,0,0,0,9.135,IndoorVps,Vps,B9-EXIT,10.773427,106.660408,5.414,0,9,0.0,155.36465385793025,3.9245081195953655,0.455,155.39465385793025,1.3535081195953658,-5.566,,,,,Navigating,Vps,0.8736,,20.131999999999948,,0,0,0,Vps,,,,1,0.9051,,0.6905,1.0,B9_FLOOR_1_CAMPUS,1.0,1.0,2,0.0,0.0,,,,,,,KB20
